date,farm_id,weight
2020-1-20,Farm 25,17428
2020-1-20,Farm 26,17065
2020-1-20,Farm 27,3140
2020-1-20,Farm 28,17671
2020-1-20,Farm 29,9157
2020-1-20,Farm 30,11531
2020-1-20,Farm 31,9732
2020-1-20,Farm 32,2452
2020-1-20,Farm 33,2111
2020-1-20,Farm 34,3010
2020-1-20,Farm 35,16706
2020-1-20,Farm 36,3964
2020-1-20,Farm 37,6782
2020-1-20,Farm 38,17451
2020-1-20,Farm 39,2254
2020-1-20,Farm 40,16002
2020-1-20,Farm 41,17710
2020-1-20,Farm 42,16365
2020-1-20,Farm 43,3083
2020-1-20,Farm 44,8295
2020-1-20,Farm 45,9400
2020-1-20,Farm 46,10134
2020-1-20,Farm 47,10981
2020-1-20,Farm 48,3107
2020-1-20,Farm 49,10393
2020-1-20,Farm 50,17444
2020-1-20,Farm 51,6364
2020-1-20,Farm 52,6797
2020-1-20,Farm 53,10517
2020-1-20,Farm 54,7982
2020-1-20,Farm 55,17127
2020-1-20,Farm 56,10747
2020-1-20,Farm 57,6927
2020-1-20,Farm 58,17765
2020-1-20,Farm 59,17112
2020-1-20,Farm 60,8805
2020-1-20,Farm 61,17628
2020-1-20,Farm 62,9345
2020-1-20,Farm 63,17251
2020-1-20,Farm 64,16868
2020-1-20,Farm 65,6185
2020-1-20,Farm 66,1974
2020-1-20,Farm 67,16911
2020-1-20,Farm 68,10378
2020-1-20,Farm 69,8996
2020-1-20,Farm 70,3495
2020-1-20,Farm 71,11105
2020-1-20,Farm 72,17903
2020-1-20,Farm 73,2640
2020-1-20,Farm 74,6805
2020-1-20,Farm 75,7701
2020-1-20,Farm 76,3729
2020-1-20,Farm 77,10185
2020-1-20,Farm 78,8460
2020-1-20,Farm 79,6434
2020-1-20,Farm 80,8558
2020-1-20,Farm 81,10820
2020-1-20,Farm 82,3145
2020-1-20,Farm 83,8087
2020-1-20,Farm 84,2219
2020-1-20,Farm 85,9597
2020-1-20,Farm 86,2512
2020-1-20,Farm 87,3703
2020-1-20,Farm 88,11837
2020-1-20,Farm 89,3548
2020-1-20,Farm 90,16025
2020-1-20,Farm 91,9010
2020-1-20,Farm 92,3399
2020-1-20,Farm 93,17170
2020-1-20,Farm 94,3506
2020-1-20,Farm 95,7019
2020-1-20,Farm 96,16652
2020-1-20,Farm 97,3733
2020-1-20,Farm 98,16638
2020-1-20,Farm 99,11888
2020-1-20,Farm 100,9039
2020-1-20,Farm 101,7650
2020-1-20,Farm 102,17321
2020-1-20,Farm 103,2536
2020-1-20,Farm 104,2963
2020-1-20,Farm 105,9377
2020-1-20,Farm 106,8505
2020-1-20,Farm 107,8529
2020-1-20,Farm 108,2769
2020-1-20,Farm 109,3391
2020-1-20,Farm 110,3700
2020-1-20,Farm 111,2656
2020-1-20,Farm 112,17322
2020-1-20,Farm 113,17521
2020-1-20,Farm 114,8092
2020-1-20,Farm 115,8651
2020-1-20,Farm 116,11387
2020-1-20,Farm 117,3842
2020-1-21,Farm 18,2371
2020-1-21,Farm 19,1899
2020-1-21,Farm 20,11806
2020-1-21,Farm 21,4019
2020-1-21,Farm 22,16628
2020-1-21,Farm 23,10405
2020-1-21,Farm 25,17615
2020-1-21,Farm 26,17130
2020-1-21,Farm 27,3143
2020-1-21,Farm 28,17568
2020-1-21,Farm 30,11553
2020-1-21,Farm 31,9851
2020-1-21,Farm 32,2354
2020-1-21,Farm 33,2102
2020-1-21,Farm 34,2998
2020-1-21,Farm 35,16845
2020-1-21,Farm 37,6770
2020-1-21,Farm 38,17521
2020-1-21,Farm 39,2286
2020-1-21,Farm 40,16127
2020-1-21,Farm 41,17850
2020-1-21,Farm 42,16268
2020-1-21,Farm 43,3120
2020-1-21,Farm 45,9330
2020-1-21,Farm 46,10123
2020-1-21,Farm 47,11046
2020-1-21,Farm 48,3173
2020-1-21,Farm 50,17547
2020-1-21,Farm 51,6201
2020-1-21,Farm 52,6631
2020-1-21,Farm 53,10695
2020-1-21,Farm 54,8007
2020-1-21,Farm 55,16788
2020-1-21,Farm 57,6818
2020-1-21,Farm 58,17846
2020-1-21,Farm 59,16914
2020-1-21,Farm 60,9034
2020-1-21,Farm 61,17526
2020-1-21,Farm 62,9400
2020-1-21,Farm 63,17391
2020-1-21,Farm 64,16847
2020-1-21,Farm 65,6226
2020-1-21,Farm 67,16928
2020-1-21,Farm 68,10266
2020-1-21,Farm 69,8966
2020-1-21,Farm 70,3577
2020-1-21,Farm 71,11286
2020-1-21,Farm 72,17965
2020-1-21,Farm 73,2650
2020-1-21,Farm 74,6781
2020-1-21,Farm 75,7645
2020-1-21,Farm 76,3774
2020-1-21,Farm 77,10280
2020-1-21,Farm 78,8512
2020-1-21,Farm 80,8480
2020-1-21,Farm 81,10819
2020-1-21,Farm 82,3146
2020-1-21,Farm 83,8120
2020-1-21,Farm 84,2167
2020-1-21,Farm 85,9594
2020-1-21,Farm 86,2698
2020-1-21,Farm 89,3397
2020-1-21,Farm 90,16165
2020-1-21,Farm 91,9127
2020-1-21,Farm 92,3439
2020-1-21,Farm 93,17047
2020-1-21,Farm 94,3444
2020-1-21,Farm 97,3687
2020-1-21,Farm 98,16506
2020-1-21,Farm 99,11874
2020-1-21,Farm 100,9151
2020-1-21,Farm 101,7704
2020-1-21,Farm 102,17364
2020-1-21,Farm 103,2630
2020-1-21,Farm 104,2961
2020-1-21,Farm 106,8560
2020-1-21,Farm 107,8542
2020-1-21,Farm 109,3477
2020-1-21,Farm 110,3723
2020-1-21,Farm 111,2729
2020-1-21,Farm 112,17293
2020-1-21,Farm 115,8599
2020-1-21,Farm 116,11458
2020-1-21,Farm 117,3723
2020-1-22,Farm 18,2450
2020-1-22,Farm 19,2044
2020-1-22,Farm 20,11947
2020-1-22,Farm 21,3934
2020-1-22,Farm 22,16577
2020-1-22,Farm 23,10406
2020-1-22,Farm 24,7170
2020-1-22,Farm 25,17620
2020-1-22,Farm 26,17027
2020-1-22,Farm 27,3107
2020-1-22,Farm 28,17497
2020-1-22,Farm 29,8925
2020-1-22,Farm 30,11705
2020-1-22,Farm 31,9839
2020-1-22,Farm 32,2382
2020-1-22,Farm 33,2107
2020-1-22,Farm 34,3008
2020-1-22,Farm 35,16652
2020-1-22,Farm 36,3882
2020-1-22,Farm 37,6797
2020-1-22,Farm 38,17543
2020-1-22,Farm 39,2393
2020-1-22,Farm 40,16123
2020-1-22,Farm 41,17775
2020-1-22,Farm 42,16460
2020-1-22,Farm 43,2929
2020-1-22,Farm 44,8341
2020-1-22,Farm 45,9216
2020-1-22,Farm 46,10164
2020-1-22,Farm 47,11007
2020-1-22,Farm 48,3130
2020-1-22,Farm 49,10635
2020-1-22,Farm 50,17551
2020-1-22,Farm 51,6170
2020-1-22,Farm 52,6700
2020-1-22,Farm 53,10601
2020-1-22,Farm 54,7894
2020-1-22,Farm 55,17044
2020-1-22,Farm 56,10735
2020-1-22,Farm 57,6964
2020-1-22,Farm 58,17666
2020-1-22,Farm 59,17109
2020-1-22,Farm 60,9047
2020-1-22,Farm 61,17414
2020-1-22,Farm 62,9503
2020-1-22,Farm 63,17313
2020-1-22,Farm 64,17002
2020-1-22,Farm 65,6055
2020-1-22,Farm 66,2134
2020-1-22,Farm 67,16952
2020-1-22,Farm 68,10321
2020-1-22,Farm 69,9005
2020-1-22,Farm 70,3333
2020-1-22,Farm 71,11321
2020-1-22,Farm 72,18041
2020-1-22,Farm 73,2848
2020-1-22,Farm 74,6739
2020-1-22,Farm 75,7691
2020-1-22,Farm 76,3722
2020-1-22,Farm 77,10339
2020-1-22,Farm 78,8520
2020-1-22,Farm 79,6456
2020-1-22,Farm 80,8487
2020-1-22,Farm 81,10896
2020-1-22,Farm 82,3100
2020-1-22,Farm 83,8041
2020-1-22,Farm 84,2238
2020-1-22,Farm 85,9769
2020-1-22,Farm 86,2401
2020-1-22,Farm 87,3607
2020-1-22,Farm 88,11665
2020-1-22,Farm 89,3326
2020-1-22,Farm 90,16142
2020-1-22,Farm 91,9008
2020-1-22,Farm 92,3554
2020-1-22,Farm 93,17090
2020-1-22,Farm 94,3531
2020-1-22,Farm 95,6902
2020-1-22,Farm 96,16978
2020-1-22,Farm 97,3612
2020-1-22,Farm 98,16509
2020-1-22,Farm 99,11716
2020-1-22,Farm 100,9082
2020-1-22,Farm 101,7706
2020-1-22,Farm 102,17292
2020-1-22,Farm 103,2588
2020-1-22,Farm 104,3015
2020-1-22,Farm 105,9200
2020-1-22,Farm 106,8717
2020-1-22,Farm 107,8530
2020-1-22,Farm 108,2927
2020-1-22,Farm 109,3484
2020-1-22,Farm 110,3669
2020-1-22,Farm 111,2817
2020-1-22,Farm 112,17184
2020-1-22,Farm 113,17433
2020-1-22,Farm 114,8046
2020-1-22,Farm 115,8613
2020-1-22,Farm 116,11310
2020-1-22,Farm 117,3749
2020-1-23,Farm 18,2396
2020-1-23,Farm 19,1917
2020-1-23,Farm 20,11888
2020-1-23,Farm 21,3860
2020-1-23,Farm 22,16578
2020-1-23,Farm 23,10423
2020-1-23,Farm 25,17628
2020-1-23,Farm 26,17202
2020-1-23,Farm 27,3118
2020-1-23,Farm 28,17454
2020-1-23,Farm 30,11628
2020-1-23,Farm 31,9878
2020-1-23,Farm 32,2610
2020-1-23,Farm 33,2109
2020-1-23,Farm 34,2925
2020-1-23,Farm 35,16644
2020-1-23,Farm 37,6757
2020-1-23,Farm 38,17425
2020-1-23,Farm 39,2426
2020-1-23,Farm 40,16110
2020-1-23,Farm 41,17757
2020-1-23,Farm 42,16406
2020-1-23,Farm 43,2987
2020-1-23,Farm 45,9182
2020-1-23,Farm 46,10049
2020-1-23,Farm 47,10938
2020-1-23,Farm 48,3051
2020-1-23,Farm 50,17451
2020-1-23,Farm 51,6148
2020-1-23,Farm 52,6685
2020-1-23,Farm 53,10639
2020-1-23,Farm 54,7974
2020-1-23,Farm 55,16838
2020-1-23,Farm 57,6766
2020-1-23,Farm 58,17727
2020-1-23,Farm 59,17112
2020-1-23,Farm 60,8944
2020-1-23,Farm 61,17424
2020-1-23,Farm 62,9368
2020-1-23,Farm 63,17287
2020-1-23,Farm 64,16965
2020-1-23,Farm 65,6015
2020-1-23,Farm 67,16943
2020-1-23,Farm 68,10320
2020-1-23,Farm 69,8901
2020-1-23,Farm 70,3309
2020-1-23,Farm 71,11168
2020-1-23,Farm 72,18002
2020-1-23,Farm 73,2742
2020-1-23,Farm 74,6687
2020-1-23,Farm 75,7665
2020-1-23,Farm 76,3838
2020-1-23,Farm 77,10200
2020-1-23,Farm 78,8513
2020-1-23,Farm 80,8505
2020-1-23,Farm 81,10882
2020-1-23,Farm 82,3193
2020-1-23,Farm 83,8150
2020-1-23,Farm 84,2185
2020-1-23,Farm 85,9619
2020-1-23,Farm 86,2514
2020-1-23,Farm 89,3488
2020-1-23,Farm 90,16003
2020-1-23,Farm 91,9103
2020-1-23,Farm 92,3403
2020-1-23,Farm 93,17132
2020-1-23,Farm 94,3412
2020-1-23,Farm 97,3679
2020-1-23,Farm 98,16509
2020-1-23,Farm 99,11621
2020-1-23,Farm 100,8952
2020-1-23,Farm 101,7764
2020-1-23,Farm 102,17231
2020-1-23,Farm 103,2604
2020-1-23,Farm 104,2860
2020-1-23,Farm 106,8584
2020-1-23,Farm 107,8365
2020-1-23,Farm 109,3476
2020-1-23,Farm 110,3848
2020-1-23,Farm 111,2740
2020-1-23,Farm 112,17274
2020-1-23,Farm 115,8647
2020-1-23,Farm 116,11407
2020-1-23,Farm 117,3649
2020-1-24,Farm 18,2445
2020-1-24,Farm 19,2053
2020-1-24,Farm 20,11883
2020-1-24,Farm 21,3997
2020-1-24,Farm 22,16538
2020-1-24,Farm 23,10385
2020-1-24,Farm 24,7255
2020-1-24,Farm 25,17605
2020-1-24,Farm 26,17162
2020-1-24,Farm 27,2960
2020-1-24,Farm 28,17469
2020-1-24,Farm 29,9040
2020-1-24,Farm 30,11809
2020-1-24,Farm 31,9833
2020-1-24,Farm 32,2495
2020-1-24,Farm 33,2178
2020-1-24,Farm 34,3035
2020-1-24,Farm 35,16790
2020-1-24,Farm 36,4005
2020-1-24,Farm 37,6592
2020-1-24,Farm 38,17436
2020-1-24,Farm 39,2327
2020-1-24,Farm 40,16088
2020-1-24,Farm 41,17699
2020-1-24,Farm 42,16403
2020-1-24,Farm 43,3133
2020-1-24,Farm 44,8450
2020-1-24,Farm 45,9258
2020-1-24,Farm 46,10062
2020-1-24,Farm 47,10906
2020-1-24,Farm 48,3087
2020-1-24,Farm 49,10623
2020-1-24,Farm 50,17472
2020-1-24,Farm 51,6303
2020-1-24,Farm 52,6796
2020-1-24,Farm 53,10673
2020-1-24,Farm 54,8010
2020-1-24,Farm 55,16907
2020-1-24,Farm 56,10751
2020-1-24,Farm 57,6752
2020-1-24,Farm 58,17700
2020-1-24,Farm 59,17017
2020-1-24,Farm 60,8822
2020-1-24,Farm 61,17408
2020-1-24,Farm 62,9393
2020-1-24,Farm 63,17396
2020-1-24,Farm 64,16963
2020-1-24,Farm 65,6162
2020-1-24,Farm 66,2103
2020-1-24,Farm 67,16939
2020-1-24,Farm 68,10211
2020-1-24,Farm 69,8898
2020-1-24,Farm 70,3474
2020-1-24,Farm 71,11113
2020-1-24,Farm 72,17806
2020-1-24,Farm 73,2759
2020-1-24,Farm 74,6808
2020-1-24,Farm 75,7609
2020-1-24,Farm 76,3807
2020-1-24,Farm 77,10251
2020-1-24,Farm 78,8477
2020-1-24,Farm 79,6278
2020-1-24,Farm 80,8527
2020-1-24,Farm 81,10800
2020-1-24,Farm 82,3133
2020-1-24,Farm 83,8121
2020-1-24,Farm 84,2259
2020-1-24,Farm 85,9474
2020-1-24,Farm 86,2519
2020-1-24,Farm 87,3541
2020-1-24,Farm 88,11649
2020-1-24,Farm 89,3511
2020-1-24,Farm 90,16056
2020-1-24,Farm 91,9087
2020-1-24,Farm 92,3438
2020-1-24,Farm 93,17032
2020-1-24,Farm 94,3455
2020-1-24,Farm 95,6772
2020-1-24,Farm 96,16834
2020-1-24,Farm 97,3615
2020-1-24,Farm 98,16454
2020-1-24,Farm 99,11893
2020-1-24,Farm 100,8994
2020-1-24,Farm 101,7724
2020-1-24,Farm 102,17342
2020-1-24,Farm 103,2666
2020-1-24,Farm 104,2904
2020-1-24,Farm 105,9334
2020-1-24,Farm 106,8631
2020-1-24,Farm 107,8510
2020-1-24,Farm 108,2757
2020-1-24,Farm 109,3534
2020-1-24,Farm 110,3761
2020-1-24,Farm 111,2510
2020-1-24,Farm 112,17329
2020-1-24,Farm 113,17474
2020-1-24,Farm 114,8008
2020-1-24,Farm 115,8574
2020-1-24,Farm 116,11232
2020-1-24,Farm 117,3767
2020-1-25,Farm 18,2524
2020-1-25,Farm 19,1998
2020-1-25,Farm 20,11971
2020-1-25,Farm 21,3980
2020-1-25,Farm 22,16692
2020-1-25,Farm 23,10394
2020-1-25,Farm 25,17595
2020-1-25,Farm 26,17121
2020-1-25,Farm 27,3058
2020-1-25,Farm 28,17572
2020-1-25,Farm 30,11638
2020-1-25,Farm 31,9801
2020-1-25,Farm 32,2428
2020-1-25,Farm 33,2156
2020-1-25,Farm 34,3051
2020-1-25,Farm 35,16689
2020-1-25,Farm 37,6713
2020-1-25,Farm 38,17515
2020-1-25,Farm 39,2347
2020-1-25,Farm 40,16135
2020-1-25,Farm 41,17819
2020-1-25,Farm 42,16394
2020-1-25,Farm 43,3113
2020-1-25,Farm 45,9354
2020-1-25,Farm 46,9927
2020-1-25,Farm 47,10953
2020-1-25,Farm 48,3227
2020-1-25,Farm 50,17562
2020-1-25,Farm 51,6166
2020-1-25,Farm 52,6808
2020-1-25,Farm 53,10571
2020-1-25,Farm 54,7882
2020-1-25,Farm 55,16878
2020-1-25,Farm 57,6891
2020-1-25,Farm 58,17699
2020-1-25,Farm 59,16993
2020-1-25,Farm 60,8816
2020-1-25,Farm 61,17430
2020-1-25,Farm 62,9481
2020-1-25,Farm 63,17224
2020-1-25,Farm 64,16987
2020-1-25,Farm 65,6113
2020-1-25,Farm 67,16913
2020-1-25,Farm 68,10098
2020-1-25,Farm 69,9133
2020-1-25,Farm 70,3430
2020-1-25,Farm 71,11116
2020-1-25,Farm 72,17844
2020-1-25,Farm 73,2658
2020-1-25,Farm 74,6773
2020-1-25,Farm 75,7608
2020-1-25,Farm 76,3771
2020-1-25,Farm 77,10320
2020-1-25,Farm 78,8536
2020-1-25,Farm 80,8597
2020-1-25,Farm 81,10802
2020-1-25,Farm 82,2984
2020-1-25,Farm 83,8143
2020-1-25,Farm 84,2175
2020-1-25,Farm 85,9568
2020-1-25,Farm 86,2623
2020-1-25,Farm 89,3490
2020-1-25,Farm 90,16103
2020-1-25,Farm 91,9093
2020-1-25,Farm 92,3549
2020-1-25,Farm 93,17029
2020-1-25,Farm 94,3379
2020-1-25,Farm 97,3477
2020-1-25,Farm 98,16423
2020-1-25,Farm 99,11823
2020-1-25,Farm 100,9086
2020-1-25,Farm 101,7692
2020-1-25,Farm 102,17219
2020-1-25,Farm 103,2529
2020-1-25,Farm 104,2975
2020-1-25,Farm 106,8577
2020-1-25,Farm 107,8577
2020-1-25,Farm 109,3463
2020-1-25,Farm 110,3823
2020-1-25,Farm 111,2752
2020-1-25,Farm 112,17316
2020-1-25,Farm 115,8565
2020-1-25,Farm 116,11207
2020-1-25,Farm 117,3744
2020-1-26,Farm 18,2454
2020-1-26,Farm 19,2118
2020-1-26,Farm 20,11840
2020-1-26,Farm 21,3798
2020-1-26,Farm 22,16475
2020-1-26,Farm 23,10269
2020-1-26,Farm 24,7332
2020-1-26,Farm 25,17472
2020-1-26,Farm 26,17134
2020-1-26,Farm 27,2950
2020-1-26,Farm 28,17613
2020-1-26,Farm 29,9060
2020-1-26,Farm 30,11832
2020-1-26,Farm 31,9904
2020-1-26,Farm 32,2456
2020-1-26,Farm 33,2179
2020-1-26,Farm 34,2894
2020-1-26,Farm 35,16662
2020-1-26,Farm 36,3945
2020-1-26,Farm 37,6666
2020-1-26,Farm 38,17488
2020-1-26,Farm 39,2422
2020-1-26,Farm 40,16079
2020-1-26,Farm 41,17777
2020-1-26,Farm 42,16415
2020-1-26,Farm 43,3107
2020-1-26,Farm 44,8358
2020-1-26,Farm 45,9245
2020-1-26,Farm 46,10032
2020-1-26,Farm 47,11035
2020-1-26,Farm 48,3083
2020-1-26,Farm 49,10515
2020-1-26,Farm 50,17674
2020-1-26,Farm 51,6338
2020-1-26,Farm 52,6731
2020-1-26,Farm 53,10583
2020-1-26,Farm 54,8154
2020-1-26,Farm 55,16981
2020-1-26,Farm 56,10787
2020-1-26,Farm 57,6906
2020-1-26,Farm 58,17772
2020-1-26,Farm 59,17082
2020-1-26,Farm 60,8983
2020-1-26,Farm 61,17527
2020-1-26,Farm 62,9479
2020-1-26,Farm 63,17191
2020-1-26,Farm 64,16902
2020-1-26,Farm 65,6151
2020-1-26,Farm 66,2005
2020-1-26,Farm 67,17092
2020-1-26,Farm 68,10106
2020-1-26,Farm 69,8902
2020-1-26,Farm 70,3362
2020-1-26,Farm 71,11099
2020-1-26,Farm 72,17960
2020-1-26,Farm 73,2696
2020-1-26,Farm 74,6694
2020-1-26,Farm 75,7663
2020-1-26,Farm 76,3765
2020-1-26,Farm 77,10301
2020-1-26,Farm 78,8438
2020-1-26,Farm 79,6400
2020-1-26,Farm 80,8549
2020-1-26,Farm 81,10804
2020-1-26,Farm 82,3079
2020-1-26,Farm 83,8106
2020-1-26,Farm 84,2122
2020-1-26,Farm 85,9518
2020-1-26,Farm 86,2564
2020-1-26,Farm 87,3579
2020-1-26,Farm 88,11642
2020-1-26,Farm 89,3320
2020-1-26,Farm 90,16157
2020-1-26,Farm 91,9233
2020-1-26,Farm 92,3563
2020-1-26,Farm 93,17091
2020-1-26,Farm 94,3469
2020-1-26,Farm 95,6796
2020-1-26,Farm 96,16794
2020-1-26,Farm 97,3626
2020-1-26,Farm 98,16497
2020-1-26,Farm 99,11726
2020-1-26,Farm 100,9038
2020-1-26,Farm 101,7636
2020-1-26,Farm 102,17292
2020-1-26,Farm 103,2658
2020-1-26,Farm 104,2867
2020-1-26,Farm 105,9241
2020-1-26,Farm 106,8627
2020-1-26,Farm 107,8569
2020-1-26,Farm 108,2864
2020-1-26,Farm 109,3419
2020-1-26,Farm 110,3829
2020-1-26,Farm 111,2574
2020-1-26,Farm 112,17253
2020-1-26,Farm 113,17582
2020-1-26,Farm 114,8140
2020-1-26,Farm 115,8720
2020-1-26,Farm 116,11283
2020-1-26,Farm 117,3679
2020-1-27,Farm 18,2388
2020-1-27,Farm 19,1949
2020-1-27,Farm 20,11938
2020-1-27,Farm 21,3984
2020-1-27,Farm 22,16584
2020-1-27,Farm 23,10345
2020-1-27,Farm 25,17485
2020-1-27,Farm 26,17061
2020-1-27,Farm 27,2968
2020-1-27,Farm 28,17573
2020-1-27,Farm 30,11561
2020-1-27,Farm 31,9747
2020-1-27,Farm 32,2599
2020-1-27,Farm 33,2046
2020-1-27,Farm 34,2990
2020-1-27,Farm 35,16792
2020-1-27,Farm 37,6640
2020-1-27,Farm 38,17597
2020-1-27,Farm 39,2317
2020-1-27,Farm 40,16029
2020-1-27,Farm 41,17789
2020-1-27,Farm 42,16387
2020-1-27,Farm 43,2967
2020-1-27,Farm 45,9181
2020-1-27,Farm 46,10006
2020-1-27,Farm 47,11020
2020-1-27,Farm 48,3115
2020-1-27,Farm 50,17547
2020-1-27,Farm 51,6344
2020-1-27,Farm 52,6797
2020-1-27,Farm 53,10649
2020-1-27,Farm 54,8008
2020-1-27,Farm 55,16915
2020-1-27,Farm 57,6816
2020-1-27,Farm 58,17805
2020-1-27,Farm 59,16879
2020-1-27,Farm 60,8908
2020-1-27,Farm 61,17543
2020-1-27,Farm 62,9382
2020-1-27,Farm 63,17332
2020-1-27,Farm 64,16951
2020-1-27,Farm 65,6187
2020-1-27,Farm 67,17074
2020-1-27,Farm 68,10238
2020-1-27,Farm 69,8881
2020-1-27,Farm 70,3439
2020-1-27,Farm 71,11235
2020-1-27,Farm 72,17970
2020-1-27,Farm 73,2730
2020-1-27,Farm 74,6755
2020-1-27,Farm 75,7652
2020-1-27,Farm 76,3716
2020-1-27,Farm 77,10220
2020-1-27,Farm 78,8395
2020-1-27,Farm 80,8379
2020-1-27,Farm 81,10793
2020-1-27,Farm 82,3084
2020-1-27,Farm 83,8077
2020-1-27,Farm 84,2151
2020-1-27,Farm 85,9585
2020-1-27,Farm 86,2501
2020-1-27,Farm 89,3645
2020-1-27,Farm 90,15959
2020-1-27,Farm 91,9050
2020-1-27,Farm 92,3286
2020-1-27,Farm 93,17021
2020-1-27,Farm 94,3267
2020-1-27,Farm 97,3738
2020-1-27,Farm 98,16504
2020-1-27,Farm 99,11879
2020-1-27,Farm 100,9103
2020-1-27,Farm 101,7718
2020-1-27,Farm 102,17198
2020-1-27,Farm 103,2560
2020-1-27,Farm 104,2895
2020-1-27,Farm 106,8491
2020-1-27,Farm 107,8444
2020-1-27,Farm 109,3527
2020-1-27,Farm 110,3882
2020-1-27,Farm 111,2612
2020-1-27,Farm 112,17264
2020-1-27,Farm 115,8504
2020-1-27,Farm 116,11304
2020-1-27,Farm 117,3725
2020-1-28,Farm 18,2450
2020-1-28,Farm 19,2078
2020-1-28,Farm 20,11836
2020-1-28,Farm 21,3996
2020-1-28,Farm 22,16384
2020-1-28,Farm 23,10465
2020-1-28,Farm 24,7384
2020-1-28,Farm 25,17650
2020-1-28,Farm 26,17176
2020-1-28,Farm 27,3207
2020-1-28,Farm 28,17420
2020-1-28,Farm 29,8873
2020-1-28,Farm 30,11748
2020-1-28,Farm 31,9745
2020-1-28,Farm 32,2490
2020-1-28,Farm 33,2126
2020-1-28,Farm 34,2934
2020-1-28,Farm 35,16785
2020-1-28,Farm 36,3966
2020-1-28,Farm 37,6725
2020-1-28,Farm 38,17604
2020-1-28,Farm 39,2161
2020-1-28,Farm 40,16161
2020-1-28,Farm 41,17843
2020-1-28,Farm 42,16275
2020-1-28,Farm 43,3055
2020-1-28,Farm 44,8400
2020-1-28,Farm 45,9218
2020-1-28,Farm 46,9973
2020-1-28,Farm 47,10965
2020-1-28,Farm 48,3166
2020-1-28,Farm 49,10381
2020-1-28,Farm 50,17573
2020-1-28,Farm 51,6451
2020-1-28,Farm 52,6715
2020-1-28,Farm 53,10603
2020-1-28,Farm 54,7977
2020-1-28,Farm 55,17112
2020-1-28,Farm 56,10656
2020-1-28,Farm 57,6968
2020-1-28,Farm 58,17676
2020-1-28,Farm 59,17052
2020-1-28,Farm 60,8896
2020-1-28,Farm 61,17609
2020-1-28,Farm 62,9503
2020-1-28,Farm 63,17193
2020-1-28,Farm 64,17126
2020-1-28,Farm 65,6190
2020-1-28,Farm 66,1998
2020-1-28,Farm 67,16968
2020-1-28,Farm 68,10237
2020-1-28,Farm 69,8964
2020-1-28,Farm 70,3368
2020-1-28,Farm 71,11225
2020-1-28,Farm 72,18035
2020-1-28,Farm 73,2631
2020-1-28,Farm 74,6615
2020-1-28,Farm 75,7483
2020-1-28,Farm 76,3879
2020-1-28,Farm 77,10153
2020-1-28,Farm 78,8473
2020-1-28,Farm 79,6275
2020-1-28,Farm 80,8329
2020-1-28,Farm 81,10893
2020-1-28,Farm 82,3045
2020-1-28,Farm 83,8199
2020-1-28,Farm 84,2151
2020-1-28,Farm 85,9590
2020-1-28,Farm 86,2634
2020-1-28,Farm 87,3542
2020-1-28,Farm 88,11622
2020-1-28,Farm 89,3403
2020-1-28,Farm 90,16033
2020-1-28,Farm 91,9164
2020-1-28,Farm 92,3472
2020-1-28,Farm 93,17021
2020-1-28,Farm 94,3510
2020-1-28,Farm 95,6680
2020-1-28,Farm 96,16897
2020-1-28,Farm 97,3604
2020-1-28,Farm 98,16533
2020-1-28,Farm 99,11660
2020-1-28,Farm 100,9094
2020-1-28,Farm 101,7711
2020-1-28,Farm 102,17380
2020-1-28,Farm 103,2648
2020-1-28,Farm 104,2915
2020-1-28,Farm 105,9345
2020-1-28,Farm 106,8629
2020-1-28,Farm 107,8476
2020-1-28,Farm 108,2916
2020-1-28,Farm 109,3523
2020-1-28,Farm 110,3814
2020-1-28,Farm 111,2692
2020-1-28,Farm 112,17363
2020-1-28,Farm 113,17460
2020-1-28,Farm 114,8095
2020-1-28,Farm 115,8566
2020-1-28,Farm 116,11340
2020-1-28,Farm 117,3750
2020-1-29,Farm 18,2363
2020-1-29,Farm 19,2052
2020-1-29,Farm 20,11894
2020-1-29,Farm 21,3876
2020-1-29,Farm 22,16585
2020-1-29,Farm 23,10424
2020-1-29,Farm 25,17597
2020-1-29,Farm 26,17082
2020-1-29,Farm 27,3011
2020-1-29,Farm 28,17522
2020-1-29,Farm 30,11691
2020-1-29,Farm 31,9731
2020-1-29,Farm 32,2538
2020-1-29,Farm 33,2032
2020-1-29,Farm 34,2964
2020-1-29,Farm 35,16687
2020-1-29,Farm 37,6741
2020-1-29,Farm 38,17539
2020-1-29,Farm 39,2390
2020-1-29,Farm 40,16117
2020-1-29,Farm 41,17648
2020-1-29,Farm 42,16326
2020-1-29,Farm 43,2953
2020-1-29,Farm 45,9350
2020-1-29,Farm 46,9926
2020-1-29,Farm 47,10992
2020-1-29,Farm 48,3335
2020-1-29,Farm 50,17577
2020-1-29,Farm 51,6286
2020-1-29,Farm 52,6702
2020-1-29,Farm 53,10596
2020-1-29,Farm 54,8065
2020-1-29,Farm 55,17060
2020-1-29,Farm 57,6882
2020-1-29,Farm 58,17799
2020-1-29,Farm 59,16988
2020-1-29,Farm 60,8727
2020-1-29,Farm 61,17326
2020-1-29,Farm 62,9351
2020-1-29,Farm 63,17308
2020-1-29,Farm 64,16989
2020-1-29,Farm 65,6025
2020-1-29,Farm 67,17049
2020-1-29,Farm 68,10186
2020-1-29,Farm 69,8809
